character,event_summary,book,paragraph_num
Weasley,"Harry found it very odd to hear Fred and George called “Mr. Weasley,” but they took it in their stride.",06 Harry Potter And The Half-Blood Prince,885
George,"Harry found it very odd to hear Fred and George called “Mr. Weasley,” but they took it in their stride.",06 Harry Potter And The Half-Blood Prince,885
Fred,"“You don’t pay here,” said Fred firmly, waving away Harry’s gold.",06 Harry Potter And The Half-Blood Prince,888
Harry’s,"“You don’t pay here,” said Fred firmly, waving away Harry’s gold.",06 Harry Potter And The Half-Blood Prince,888
George sternly,"“You gave us our startup loan, we haven’t forgotten,” said George sternly “Take whatever you like, and just remember to tell people where you got it, if they ask.”",06 Harry Potter And The Half-Blood Prince,889
Ginny,"George swept off through the curtain to help with the customers, and Fred led Harry back into the main part of the shop to find Hermione and Ginny still poring over the Patented Daydream Charms.",06 Harry Potter And The Half-Blood Prince,890
Hermione,"George swept off through the curtain to help with the customers, and Fred led Harry back into the main part of the shop to find Hermione and Ginny still poring over the Patented Daydream Charms.",06 Harry Potter And The Half-Blood Prince,890
Fred led Harry,"George swept off through the curtain to help with the customers, and Fred led Harry back into the main part of the shop to find Hermione and Ginny still poring over the Patented Daydream Charms.",06 Harry Potter And The Half-Blood Prince,890
George,"George swept off through the curtain to help with the customers, and Fred led Harry back into the main part of the shop to find Hermione and Ginny still poring over the Patented Daydream Charms.",06 Harry Potter And The Half-Blood Prince,890
Fred,“Haven’t you girls found our special WonderWitch products yet?” asked Fred.,06 Harry Potter And The Half-Blood Prince,891
Ginny,"Hermione and Ginny both hung back, looking wary.",06 Harry Potter And The Half-Blood Prince,892
Fred,"“There you go,” said Fred proudly.",06 Harry Potter And The Half-Blood Prince,893
Ginny,Ginny raised an eyebrow skeptically.,06 Harry Potter And The Half-Blood Prince,894
Ginny,"“Whatever you’ve heard from Ron is a big fat lie,” said Ginny calmly, leaning forward to take a small pink pot off the shelf.",06 Harry Potter And The Half-Blood Prince,897
Ron,"“Whatever you’ve heard from Ron is a big fat lie,” said Ginny calmly, leaning forward to take a small pink pot off the shelf.",06 Harry Potter And The Half-Blood Prince,897
Fred,"“Guaranteed tensecond pimple vanisher,” said Fred.",06 Harry Potter And The Half-Blood Prince,898
Michael Corner,So what about Michael Corner?”,06 Harry Potter And The Half-Blood Prince,901
Ron,"And I’ll thank you” she added angrily to Ron, who had just appeared at George’s elbow, laden with merchandise, “not to tell tales about me to these two!”",06 Harry Potter And The Half-Blood Prince,905
George’s,"And I’ll thank you” she added angrily to Ron, who had just appeared at George’s elbow, laden with merchandise, “not to tell tales about me to these two!”",06 Harry Potter And The Half-Blood Prince,905
Weasley,"Ron dropped several boxes, swore, and made a rude hand gesture at Fred that was unfortunately spotted by Mrs. Weasley, who had chosen that moment to appear.",06 Harry Potter And The Half-Blood Prince,909
Ron,"Ron dropped several boxes, swore, and made a rude hand gesture at Fred that was unfortunately spotted by Mrs. Weasley, who had chosen that moment to appear.",06 Harry Potter And The Half-Blood Prince,909
Draco Malfoy,Draco Malfoy was hurrying up the street alone.,06 Harry Potter And The Half-Blood Prince,912
George,Fred and George were both helping customers.,06 Harry Potter And The Half-Blood Prince,915
Harry,"“Get under here, quick,” said Harry, pulling his Invisibility Cloak out of his bag.",06 Harry Potter And The Half-Blood Prince,916
Harry,"“Quick, or we’ll lose him,” said Harry, speeding up.",06 Harry Potter And The Half-Blood Prince,923
Knockturn Alley,"But Knockturn Alley, the side street devoted to the Dark Arts, looked completely deserted.",06 Harry Potter And The Half-Blood Prince,926
Harry,"Harry supposed it was a bit of a giveaway in these dangerous and suspicious times to buy Dark artifacts… or at least, to be seen buying them.",06 Harry Potter And The Half-Blood Prince,926
Harry,"They had drawn level with the only shop in Knockturn Alley that Harry had ever visited, Borgin and Burkes, which sold a wide variety of sinister objects.",06 Harry Potter And The Half-Blood Prince,928
Burkes,"They had drawn level with the only shop in Knockturn Alley that Harry had ever visited, Borgin and Burkes, which sold a wide variety of sinister objects.",06 Harry Potter And The Half-Blood Prince,928
Borgin,"They had drawn level with the only shop in Knockturn Alley that Harry had ever visited, Borgin and Burkes, which sold a wide variety of sinister objects.",06 Harry Potter And The Half-Blood Prince,928
Knockturn Alley,"They had drawn level with the only shop in Knockturn Alley that Harry had ever visited, Borgin and Burkes, which sold a wide variety of sinister objects.",06 Harry Potter And The Half-Blood Prince,928
Harry,"There in the midst of the cases full of skulls and old bottles stood Draco Malfoy with his back to them, just visible beyond the very same large black cabinet in which Harry had once hidden to avoid Malfoy and his father.",06 Harry Potter And The Half-Blood Prince,928
Malfoy,"There in the midst of the cases full of skulls and old bottles stood Draco Malfoy with his back to them, just visible beyond the very same large black cabinet in which Harry had once hidden to avoid Malfoy and his father.",06 Harry Potter And The Half-Blood Prince,928
Malfoy’s,"Judging by the movements of Malfoy’s hands, he was talking animatedly.",06 Harry Potter And The Half-Blood Prince,928
Malfoy,"“I’ll decide that,” said Malfoy.",06 Harry Potter And The Half-Blood Prince,939
Borgin,"“Not a word to anyone, Borgin, and that includes my mother, understand?”",06 Harry Potter And The Half-Blood Prince,942
Borgin,"“If you’ve got one and a half thousand Galleons,” said Mr. Borgin coldly.",06 Harry Potter And The Half-Blood Prince,950
Harry,Harry had the nasty feeling he knew exactly what Hermione was up to.,06 Harry Potter And The Half-Blood Prince,953
Hermione,Harry had the nasty feeling he knew exactly what Hermione was up to.,06 Harry Potter And The Half-Blood Prince,953
Borgin,"As the bell tinkled again, Borgin slammed the door behind her and put up the closed sign.",06 Harry Potter And The Half-Blood Prince,956
Hermione,Ron and Hermione bickered all the way back to Weasleys’,06 Harry Potter And The Half-Blood Prince,959
Ron,Ron and Hermione bickered all the way back to Weasleys’,06 Harry Potter And The Half-Blood Prince,959
Harry,"Once in the shop, Harry whipped off the Invisibility Cloak, hid it in his bag, and joined in with the other two when they insisted, in answer to Mrs. Weasleys accusations, that they had been in the back room all along, and that she could not have looked properly.",06 Harry Potter And The Half-Blood Prince,960
Weasleys,"Once in the shop, Harry whipped off the Invisibility Cloak, hid it in his bag, and joined in with the other two when they insisted, in answer to Mrs. Weasleys accusations, that they had been in the back room all along, and that she could not have looked properly.",06 Harry Potter And The Half-Blood Prince,960
Harry,Harry spent a lot of the last week of the holidays pondering the meaning of Malfoy’s behavior in Knockturn Alley.,06 Harry Potter And The Half-Blood Prince,961
Malfoy’s,Harry spent a lot of the last week of the holidays pondering the meaning of Malfoy’s behavior in Knockturn Alley.,06 Harry Potter And The Half-Blood Prince,961
Knockturn Alley,Harry spent a lot of the last week of the holidays pondering the meaning of Malfoy’s behavior in Knockturn Alley.,06 Harry Potter And The Half-Blood Prince,961
Malfoy,“Remember that shriveledup arm Malfoy had?”,06 Harry Potter And The Half-Blood Prince,963
Harry,"“But what about when he said, ‘Don’t forget to keep that one safe’?” asked Harry for the umpteenth time.",06 Harry Potter And The Half-Blood Prince,964
Malfoy,"“That sounded to me like Borgin’s got another one of the broken objects, and Malfoy wants both.”",06 Harry Potter And The Half-Blood Prince,964
Borgin,"“That sounded to me like Borgin’s got another one of the broken objects, and Malfoy wants both.”",06 Harry Potter And The Half-Blood Prince,964
Malfoy’d,Don’t you think Malfoy’d like revenge?”,06 Harry Potter And The Half-Blood Prince,966
Malfoy,You think YouKnowWho would let Malfoy join?”,06 Harry Potter And The Half-Blood Prince,972
Mark,"It was the Mark, I know it… he was showing Borgin who he was dealing with, you saw how seriously Borgin took him!”",06 Harry Potter And The Half-Blood Prince,976
Borgin,"It was the Mark, I know it… he was showing Borgin who he was dealing with, you saw how seriously Borgin took him!”",06 Harry Potter And The Half-Blood Prince,976
Malfoy,"“Yeah, I still don’t reckon YouKnowWho would let Malfoy join…”",06 Harry Potter And The Half-Blood Prince,977
Hogwarts,"“Good, I wanted to explain about the security arrangements for the journey to Hogwarts tomorrow.",06 Harry Potter And The Half-Blood Prince,982
Harry,"“You’d better get on, Harry, I want the trunks ready tonight, if possible, so we don’t have the usual lastminute scramble.”",06 Harry Potter And The Half-Blood Prince,986
Ginny,"The Ministry cars glided up to the front of the Burrow to find them waiting, trunks packed; Hermione’s cat, Crookshanks, safely enclosed in his traveling basket; and Hedwig; Ron’s owl, Pigwidgeon; and Ginny’s new purple Pygmy Puff, Arnold, in cages.",06 Harry Potter And The Half-Blood Prince,987
Arnold,"The Ministry cars glided up to the front of the Burrow to find them waiting, trunks packed; Hermione’s cat, Crookshanks, safely enclosed in his traveling basket; and Hedwig; Ron’s owl, Pigwidgeon; and Ginny’s new purple Pygmy Puff, Arnold, in cages.",06 Harry Potter And The Half-Blood Prince,987
Pygmy Puff,"The Ministry cars glided up to the front of the Burrow to find them waiting, trunks packed; Hermione’s cat, Crookshanks, safely enclosed in his traveling basket; and Hedwig; Ron’s owl, Pigwidgeon; and Ginny’s new purple Pygmy Puff, Arnold, in cages.",06 Harry Potter And The Half-Blood Prince,987
