character,event_summary,book,paragraph_num,event_type,chapter_estimate
Harry,"Cheered by this thought, Harry skimmed through his copy of Advanced PotionMaking and found a heavily corrected HalfBlood Prince’s version of “An Elixir to Induce Euphoria,” which seemed not only to meet Slughorn’s instructions, but which might (Harry’s heart leapt as the thought struck him) put Slughorn into such a good mood that he would be prepared to hand over that memory if Harry could persuade him to taste some. . . .",Harry Potter And The Half-Blood Prince,3497,unknown,35
Unorthodox,"Unorthodox, but what a stroke of inspiration, Harry, of course, that would tend to counterbalance the occasional side effects of excessive singing and nosetweaking.",Harry Potter And The Half-Blood Prince,3498,unknown,35
Harry,"Unorthodox, but what a stroke of inspiration, Harry, of course, that would tend to counterbalance the occasional side effects of excessive singing and nosetweaking.",Harry Potter And The Half-Blood Prince,3498,unknown,35
Harry,"Ernie was looking rather grumpy; determined to outshine Harry for once, he had most rashly invented his own potion, which had curdled and formed a kind of purple dumpling at the bottom of his cauldron.",Harry Potter And The Half-Blood Prince,3501,unknown,36
Ernie,"Ernie was looking rather grumpy; determined to outshine Harry for once, he had most rashly invented his own potion, which had curdled and formed a kind of purple dumpling at the bottom of his cauldron.",Harry Potter And The Half-Blood Prince,3501,unknown,36
Malfoy,"Malfoy was already packing up, sourfaced; Slughorn had pronounced his Hiccuping Solution merely “passable.”",Harry Potter And The Half-Blood Prince,3501,unknown,36
Ernie,The bell rang and both Ernie and Malfoy left at once.,Harry Potter And The Half-Blood Prince,3502,unknown,36
Malfoy,The bell rang and both Ernie and Malfoy left at once.,Harry Potter And The Half-Blood Prince,3502,unknown,36
Harry,"“Professor — Professor, don’t you want to taste my po — ?” called Harry desperately.",Harry Potter And The Half-Blood Prince,3503,unknown,36
Ron Grumpily,"“Yeah, I s’pose,” said Ron grumpily.",Harry Potter And The Half-Blood Prince,3508,unknown,36
Harry,"“So, Harry — you going to use the Felix Felicis or what?”",Harry Potter And The Half-Blood Prince,3511,unknown,36
Ron,"“Yeah, but I thought I had, didn’t I?” said Ron, as though explaining the obvious.",Harry Potter And The Half-Blood Prince,3515,unknown,36
Harry,"As they had only just seen Slughorn enter the Great Hall and knew that he liked to take time over meals, they lingered for a while in the common room, the plan being that Harry should go to Slughorn s office once the teacher had had time to get back there.",Harry Potter And The Half-Blood Prince,3516,unknown,36
Harry,"“No, Harry — you’ve got to go and see Slughorn, remember?” said Hermione.",Harry Potter And The Half-Blood Prince,3523,unknown,36
Hermione,"“No, Harry — you’ve got to go and see Slughorn, remember?” said Hermione.",Harry Potter And The Half-Blood Prince,3523,unknown,36
Hermione,"“This is Felix Felicis, I suppose?” said Hermione anxiously, holding up the bottle to the light.",Harry Potter And The Half-Blood Prince,3528,unknown,36
Felix Felicis,"“This is Felix Felicis, I suppose?” said Hermione anxiously, holding up the bottle to the light.",Harry Potter And The Half-Blood Prince,3528,unknown,36
Harry,"“Essence of Insanity?” suggested Ron, as Harry swung his cloak over his shoulders.",Harry Potter And The Half-Blood Prince,3529,unknown,36
Ron,"“Essence of Insanity?” suggested Ron, as Harry swung his cloak over his shoulders.",Harry Potter And The Half-Blood Prince,3529,unknown,36
Ron,"He pulled the Invisibility Cloak over his head and set off down the stairs, Ron and Hermione hurrying along behind him.",Harry Potter And The Half-Blood Prince,3532,unknown,36
Ginny,"Getting through the portrait hole was simple; as he approached it, Ginny and Dean came through it, and Harry was able to slip between them.",Harry Potter And The Half-Blood Prince,3534,unknown,36
Harry,"Getting through the portrait hole was simple; as he approached it, Ginny and Dean came through it, and Harry was able to slip between them.",Harry Potter And The Half-Blood Prince,3534,unknown,36
Dean,"Getting through the portrait hole was simple; as he approached it, Ginny and Dean came through it, and Harry was able to slip between them.",Harry Potter And The Half-Blood Prince,3534,unknown,36
Pomona,"“I do thank you for taking the time, Pomona,” Slughorn was saying courteously, “most authorities agree that they are at their most efficacious if picked at twilight.”",Harry Potter And The Half-Blood Prince,3539,unknown,36
Harry,"“Plenty, plenty,” said Slughorn, who, Harry saw, was carrying an armful of leafy plants.",Harry Potter And The Half-Blood Prince,3541,unknown,36
Harry,"“Merlin’s beard, Harry, you made me jump,” said Slughotn, stopping dead in his tracks and looking wary.",Harry Potter And The Half-Blood Prince,3544,unknown,36
Slughotn,"“Merlin’s beard, Harry, you made me jump,” said Slughotn, stopping dead in his tracks and looking wary.",Harry Potter And The Half-Blood Prince,3544,unknown,36
Harry,"But why are you out then, Harry?”",Harry Potter And The Half-Blood Prince,3546,unknown,36
Dumbledore,"“But I know that Dumbledore trusts Hagrid to the hilt, so I’m sure he can’t be up to anything very dreadful. ..”",Harry Potter And The Half-Blood Prince,3548,unknown,36
Harry,Slughorn seemed to be talking more to himself than Harry now.,Harry Potter And The Half-Blood Prince,3553,unknown,36
Harry,And now Harry saw clearly what was to be done.,Harry Potter And The Half-Blood Prince,3554,unknown,36
Aragog,"Give Aragog a better sendoff, you know …”",Harry Potter And The Half-Blood Prince,3554,unknown,36
Aragog,They had been quite clear that Aragog was the only thing that stopped them from eating Hagrid.,Harry Potter And The Half-Blood Prince,3563,unknown,36
Harry,"He broke into sobs again and Harry resumed the patting of his elbow, saying as he did so (for the potion seemed to indicate that it was the right thing to do), “Professor Slughorn met me coming down here, Hagrid.”",Harry Potter And The Half-Blood Prince,3565,unknown,36
Slughorn,"He broke into sobs again and Harry resumed the patting of his elbow, saying as he did so (for the potion seemed to indicate that it was the right thing to do), “Professor Slughorn met me coming down here, Hagrid.”",Harry Potter And The Half-Blood Prince,3565,unknown,36
Harry,"Harry thought privately that what Aragog would have liked most about Slughorn was the ample amount of edible flesh he provided, but he merely moved to the rear window of Hagrid’s hut, where he saw the rather horrible sight of the enormous dead spider lying on its back outside, its legs curled and tangled.",Harry Potter And The Half-Blood Prince,3570,unknown,36
Aragog,"Harry thought privately that what Aragog would have liked most about Slughorn was the ample amount of edible flesh he provided, but he merely moved to the rear window of Hagrid’s hut, where he saw the rather horrible sight of the enormous dead spider lying on its back outside, its legs curled and tangled.",Harry Potter And The Half-Blood Prince,3570,unknown,36
Harry,"Harry, however, with the way ahead illuminated for him by Felix Felicis, knew that he must not drink, so he merely pretended to take a gulp and then set the mug back on the table before him.",Harry Potter And The Half-Blood Prince,3591,unknown,36
Mug,"Harry, however, with the way ahead illuminated for him by Felix Felicis, knew that he must not drink, so he merely pretended to take a gulp and then set the mug back on the table before him.",Harry Potter And The Half-Blood Prince,3591,unknown,36
Felix Felicis,"Harry, however, with the way ahead illuminated for him by Felix Felicis, knew that he must not drink, so he merely pretended to take a gulp and then set the mug back on the table before him.",Harry Potter And The Half-Blood Prince,3591,unknown,36
Harry,"The Felix Felicis gave Harry a little nudge at this point, and he noticed that the supply of drink that Slughorn had brought was running out fast.",Harry Potter And The Half-Blood Prince,3599,unknown,36
Harry Potter,"“Harry Potter!” bellowed Hagrid, slopping some of his fourteenth bucket of wine down his chin as he drained it.",Harry Potter And The Half-Blood Prince,3601,unknown,37
Parry Otter,"“Yes, indeed,” cried Slughorn a little thickly, “Parry Otter, the Chosen Boy",Harry Potter And The Half-Blood Prince,3602,unknown,37
The Chosen Boy,"“Yes, indeed,” cried Slughorn a little thickly, “Parry Otter, the Chosen Boy",Harry Potter And The Half-Blood Prince,3602,unknown,37
Harry’S,Great fat tears oozed out of the corners of Hagrid’s crinkled eyes again; he grasped Harry’s arm and shook it,Harry Potter And The Half-Blood Prince,3606,unknown,37
Harry,"“He told her to get out of the way,” said Harry remorselessly.",Harry Potter And The Half-Blood Prince,3617,unknown,37
Dumbledore,“Dumbledore needs information.,Harry Potter And The Half-Blood Prince,3626,unknown,37
Lily Evans,“You don’t want to get rid of the wizard who killed Lily Evans?’”,Harry Potter And The Half-Blood Prince,3631,unknown,37
Slughorn,"“You’re a good boy,” said Professor Slughorn, tears trickling down his fat cheeks into his walrus mustache.",Harry Potter And The Half-Blood Prince,3636,unknown,37
Dumbledore,“Professor Dumbledore returned to the school an hour ago.”,Harry Potter And The Half-Blood Prince,3644,unknown,37
Harry,"“Yeah, he has,” said Harry, excitement blazing in his chest at the prospect of telling Dumbledore he had secured the memory.",Harry Potter And The Half-Blood Prince,3649,unknown,37
Dumbledore,"“Yeah, he has,” said Harry, excitement blazing in his chest at the prospect of telling Dumbledore he had secured the memory.",Harry Potter And The Half-Blood Prince,3649,unknown,37
Harry,"“Harry, this is spectacular news!",Harry Potter And The Half-Blood Prince,3656,unknown,37
Harry,"Dumbledore landed beside Harry just as Riddle asked, “Sir is it true that Professor Merrythought is retiring?”",Harry Potter And The Half-Blood Prince,3660,unknown,37
Merrythought,"Dumbledore landed beside Harry just as Riddle asked, “Sir is it true that Professor Merrythought is retiring?”",Harry Potter And The Half-Blood Prince,3660,unknown,37
Harry,"Harry noticed that he was by no means the eldest of the group of boys, but that they all seemed to look to him as their leader.",Harry Potter And The Half-Blood Prince,3664,unknown,37
Tom,"No, you’ll go far, Tom, I’ve never been wrong about a student yet.”",Harry Potter And The Half-Blood Prince,3667,unknown,37
Tom,"p, Tom, you don’t want to be caught out of bed out of hours, and you a prefect.. .”",Harry Potter And The Half-Blood Prince,3671,unknown,37
M’Boy,"-’ “Ask away, then, m’boy, ask away. . . .”",Harry Potter And The Half-Blood Prince,3672,unknown,37
