character,event_summary,book,paragraph_num,event_type,chapter_estimate,entities_mentioned
Yeh,“Even if yeh applied fer TimeTurners —”,Harry Potter And The Half-Blood Prince,1706,other,18,yeh
Grubblyplank,"… I’m sorry I’ve bin — yeh know — I’ve jus’ bin worried about Aragog … an I did wonder whether, if Professor GrubblyPlank had bin teachin’ yeh —”",Harry Potter And The Half-Blood Prince,1708,other,18,"Aragog, GrubblyPlank, bin"
Aragog,"… I’m sorry I’ve bin — yeh know — I’ve jus’ bin worried about Aragog … an I did wonder whether, if Professor GrubblyPlank had bin teachin’ yeh —”",Harry Potter And The Half-Blood Prince,1708,other,18,"Aragog, GrubblyPlank, bin"
Bin,"… I’m sorry I’ve bin — yeh know — I’ve jus’ bin worried about Aragog … an I did wonder whether, if Professor GrubblyPlank had bin teachin’ yeh —”",Harry Potter And The Half-Blood Prince,1708,other,18,"Aragog, GrubblyPlank, bin"
Grubblyplank,"At which all three of them stated categorically and untruthfully that Professor GrubblyPlank, who had substituted for Hagrid a few times, was a dreadful teacher, with the result that by the time Hagrid waved them off the premises at dusk, he looked quite cheerful.",Harry Potter And The Half-Blood Prince,1709,other,18,"GrubblyPlank, Hagrid, Hagrid"
Hermione,"But wasn’t that dishonest, Hermione?",Harry Potter And The Half-Blood Prince,1714,other,18,Hermione
Ron,"“What are you two doing?” demanded Ron, reappearing in the doorway to the Great Hall and looking suspicious.",Harry Potter And The Half-Blood Prince,1715,other,18,Ron
Severus,"Well, now, I’ll just have to have a word with Severus and explain the situation.",Harry Potter And The Half-Blood Prince,1720,other,18,Severus
Harry,"“He’s got no chance of persuading Snape,” said Harry, the moment Slughorn was out of earshot.",Harry Potter And The Half-Blood Prince,1721,dialogue,18,"Harry, Slughorn"
Slughorn,"“He’s got no chance of persuading Snape,” said Harry, the moment Slughorn was out of earshot.",Harry Potter And The Half-Blood Prince,1721,dialogue,18,"Harry, Slughorn"
Dumbledore,"“This detention’s already been postponed once; Snape did it for Dumbledore, but he won’t do it for anyone else.”",Harry Potter And The Half-Blood Prince,1721,other,18,"Snape, Dumbledore"
Arthur Weasley,Arthur Weasley of the Office for the Detection and Confiscation of Counterfeit Defensive Spells and Protective Objects said that his team had been acting upon a confidential tipoff.’”,Harry Potter And The Half-Blood Prince,1725,dialogue,18,"Arthur Weasley, the Office for the Detection and Confiscation of Counterfeit Defensive Spells"
Malfoy,“I told him at Kings Cross about Malfoy and that thing he was trying to get Borgin to fix!,Harry Potter And The Half-Blood Prince,1726,other,18,"Kings Cross, Malfoy, Borgin"
Borgin,“I told him at Kings Cross about Malfoy and that thing he was trying to get Borgin to fix!,Harry Potter And The Half-Blood Prince,1726,other,18,"Kings Cross, Malfoy, Borgin"
Hogwarts,"Well, if it’s not at their house, he must have brought whatever it is to Hogwarts with him —”",Harry Potter And The Half-Blood Prince,1726,other,18,Hogwarts
Filch,"Well, Filch ran over all of us with Secrecy Sensors when we got into the entrance hall.",Harry Potter And The Half-Blood Prince,1728,movement,18,"Filch, Secrecy Sensors"
Malfoy,"So you see, Malfoy can’t have brought in anything dangerous!”",Harry Potter And The Half-Blood Prince,1728,other,18,Malfoy
Filch,“Filch told us so when he was jabbing those Secrecy Sensors everywhere he could reach.”,Harry Potter And The Half-Blood Prince,1731,other,18,"Filch, Secrecy Sensors"
Malfoy,There did not seem to be any way Malfoy could have brought a dangerous or Dark object into the school.,Harry Potter And The Half-Blood Prince,1732,other,18,"Malfoy, Dark"
Harry,"He stomped off toward the door to the boys’ dormitories, leaving Harry and Hermione staring after him.",Harry Potter And The Half-Blood Prince,1735,other,18,Harry
Harry,"“Right,” said Harry grimly.",Harry Potter And The Half-Blood Prince,1739,dialogue,18,Harry
Harry,"He rarely appeared at meals anymore, and Harry was sure Hermione was right in thinking that he was leaving the school for days at a time.",Harry Potter And The Half-Blood Prince,1740,other,18,"Harry, Hermione"
Hermione,"He rarely appeared at meals anymore, and Harry was sure Hermione was right in thinking that he was leaving the school for days at a time.",Harry Potter And The Half-Blood Prince,1740,other,18,"Harry, Hermione"
Harry,Had Dumbledore forgotten the lessons he was supposed to be giving Harry?,Harry Potter And The Half-Blood Prince,1740,other,18,"Dumbledore, Harry"
Dumbledore,Had Dumbledore forgotten the lessons he was supposed to be giving Harry?,Harry Potter And The Half-Blood Prince,1740,other,18,"Dumbledore, Harry"
Harry,"Dumbledore had said that the lessons were leading to something to do with the prophecy; Harry had felt bolstered, comforted, and now he felt slightly abandoned.",Harry Potter And The Half-Blood Prince,1740,dialogue,18,"Dumbledore, Harry"
Dumbledore,"Dumbledore had said that the lessons were leading to something to do with the prophecy; Harry had felt bolstered, comforted, and now he felt slightly abandoned.",Harry Potter And The Half-Blood Prince,1740,dialogue,18,"Dumbledore, Harry"
Harry,"Harry had wondered whether these trips would still be allowed, given the increasingly tight security measures around the school, but was pleased to know that they were going ahead; it was always good to get out of the castle grounds for a few hours.",Harry Potter And The Half-Blood Prince,1741,other,18,Harry
Harry,"Harry woke early on the morning of the trip, which was proving stormy, and whiled away the time until breakfast by reading his copy of Advanced PotionMaking.",Harry Potter And The Half-Blood Prince,1742,magic,18,"Harry, Advanced PotionMaking"
Harry,"The more Harry pored over the book, the more he realized how much was in there, not only the handy hints and shortcuts on potions that was earning him such a glowing reputation with Slughorn, but also the imaginative little jinxes and hexes scribbled in the margins, which Harry was sure, judging by the crossingsout and revisions, that the Prince had invented himself.",Harry Potter And The Half-Blood Prince,1742,discovery,18,"Harry, Slughorn, Harry"
Harry,Harry had already attempted a few of the Prince’s selfinvented spells.,Harry Potter And The Half-Blood Prince,1743,magic,18,Harry
Argus Filch,"There had been a hex that caused toenails to grow alarmingly fast (he had tried this on Crabbe in the corridor, with very entertaining results); a jinx that glued the tongue to the roof of the mouth (which he had twice used, to general applause, on an unsuspecting Argus Filch); and, perhaps most useful of all, Muffliato, a spell that filled the ears of anyone nearby with an unidentifiable buzzing, so that lengthy conversations could be held in class with out being overheard.",Harry Potter And The Half-Blood Prince,1743,magic,18,"Crabbe, Argus Filch, Muffliato"
Harry,"The only person who did not find these charms amusing was Hermione, who maintained a rigidly disapproving expression throughout and refused to talk at all if Harry had used the Muffliato spell on anyone in the vicinity.",Harry Potter And The Half-Blood Prince,1743,magic,18,"Hermione, Harry, Muffliato"
Hermione,"The only person who did not find these charms amusing was Hermione, who maintained a rigidly disapproving expression throughout and refused to talk at all if Harry had used the Muffliato spell on anyone in the vicinity.",Harry Potter And The Half-Blood Prince,1743,magic,18,"Hermione, Harry, Muffliato"
Hermione,"“Because it’s probably not Ministry of Magic approved,” said Hermione.",Harry Potter And The Half-Blood Prince,1758,dialogue,18,"Ministry of Magic, Hermione"
Harry,"“And also,” she added, as Harry and Ron rolled their eyes, “because I’m starting to think this Prince character was a bit dodgy.”",Harry Potter And The Half-Blood Prince,1758,other,18,"Harry, Ron"
Ron,"“And also,” she added, as Harry and Ron rolled their eyes, “because I’m starting to think this Prince character was a bit dodgy.”",Harry Potter And The Half-Blood Prince,1758,other,18,"Harry, Ron"
Hermione,"“Just a laugh, Hermione, that’s all!”",Harry Potter And The Half-Blood Prince,1759,other,18,Hermione
Hermione,"You don’t like the Prince, Hermione,” he added, pointing a sausage at her sternly, “because he’s better than you at Potions —”",Harry Potter And The Half-Blood Prince,1766,magic,18,Hermione
Harry,"“I don’t see where you get that from,” said Harry heatedly.",Harry Potter And The Half-Blood Prince,1768,dialogue,18,Harry
Ron,"It’s only Muggleborns they hate, they’d be quite happy to let you and Ron join up.”",Harry Potter And The Half-Blood Prince,1770,other,18,"Muggleborns, Ron"
Muggleborns,"It’s only Muggleborns they hate, they’d be quite happy to let you and Ron join up.”",Harry Potter And The Half-Blood Prince,1770,other,18,"Muggleborns, Ron"
Harry,"“And they’d love to have me,” said Harry sarcastically.",Harry Potter And The Half-Blood Prince,1772,romantic,18,Harry
Ron,"This made Ron laugh; even Hermione gave a grudging smile, and a distraction arrived in the shape of Ginny.",Harry Potter And The Half-Blood Prince,1773,movement,18,"Ron, Ginny"
Filch,"Filch was standing at the oak front doors as usual, checking off the names of people who had permission to go into Hogsmeade.",Harry Potter And The Half-Blood Prince,1777,other,18,"Filch, Hogsmeade"
Filch,The process took even longer than normal as Filch was triplechecking everybody with his Secrecy Sensor.,Harry Potter And The Half-Blood Prince,1777,other,18,"Filch, Secrecy Sensor"
Dark,"“What does it matter if we’re smuggling Dark stuff OUT?” demanded Ron, eyeing the long thin Secrecy Sensor with apprehension.",Harry Potter And The Half-Blood Prince,1778,other,18,"Dark, Ron, Secrecy Sensor"
Ron,"“What does it matter if we’re smuggling Dark stuff OUT?” demanded Ron, eyeing the long thin Secrecy Sensor with apprehension.",Harry Potter And The Half-Blood Prince,1778,other,18,"Dark, Ron, Secrecy Sensor"
Hogsmeade,The walk into Hogsmeade was not enjoyable.,Harry Potter And The Half-Blood Prince,1780,other,18,Hogsmeade
Harry,"More than once Harry wondered whether they might not have had a better time in the warm common room, and when they finally reached Hogsmeade and saw that Zonko’s Joke Shop had been boarded up, Harry took it as confirmation that this trip was not destined to be fun.",Harry Potter And The Half-Blood Prince,1780,other,18,"Harry, Hogsmeade, Zonko’s Joke Shop, Harry"
Hogsmeade,"More than once Harry wondered whether they might not have had a better time in the warm common room, and when they finally reached Hogsmeade and saw that Zonko’s Joke Shop had been boarded up, Harry took it as confirmation that this trip was not destined to be fun.",Harry Potter And The Half-Blood Prince,1780,other,18,"Harry, Hogsmeade, Zonko’s Joke Shop, Harry"
Slughorn,"The three of them turned to see Professor Slughorn, who was wearing an enormous furry hat and an overcoat with matching fur collar, clutching a large bag of crystalized pineapple, and occupying at least a quarter of the shop.",Harry Potter And The Half-Blood Prince,1783,other,18,Slughorn
Harry,"“Well, I’ve had Quidditch practice, Professor,” said Harry, who had indeed been scheduling practices every time Slughorn had sent him a little, violet ribbonadorned invitation.",Harry Potter And The Half-Blood Prince,1787,dialogue,18,"Harry, Slughorn"
Ginny,"This strategy meant that Ron was not left out, and they usually had a laugh with Ginny, imagining Hermione shut up with McLaggen and Zabini.",Harry Potter And The Half-Blood Prince,1787,movement,18,"Ron, Ginny, McLaggen, Zabini"
Ron,"This strategy meant that Ron was not left out, and they usually had a laugh with Ginny, imagining Hermione shut up with McLaggen and Zabini.",Harry Potter And The Half-Blood Prince,1787,movement,18,"Ron, Ginny, McLaggen, Zabini"
Zabini,"This strategy meant that Ron was not left out, and they usually had a laugh with Ginny, imagining Hermione shut up with McLaggen and Zabini.",Harry Potter And The Half-Blood Prince,1787,movement,18,"Ron, Ginny, McLaggen, Zabini"
Dumbledore,"“I can’t, Professor, I’ve got — er — an appointment with Professor Dumbledore that evening.”",Harry Potter And The Half-Blood Prince,1789,other,18,Dumbledore
Ron,"And with a regal wave, he waddled out of the shop, taking as little notice of Ron as though he had been a display of Cockroach Clusters.",Harry Potter And The Half-Blood Prince,1791,other,18,"Ron, Cockroach Clusters"
Harry,"Glad that Hermione had changed the subject, Harry showed much more interest in the new extralarge sugar quills than he would normally have done, but Ron continued to look moody and merely shrugged when Hermione asked him where he wanted to go next.",Harry Potter And The Half-Blood Prince,1793,dialogue,18,"Hermione, Harry, Ron, Hermione"
